state,site,year,date,species,female_count,male_count,longitude,latitude,aphid_count,year_day,cdd
South Dakota,Brookings,2009,2009-05-29,Rhopalosiphum padi,0,0,-96.67,44.3,0,149,550.946
South Dakota,Brookings,2009,2009-06-05,Rhopalosiphum padi,0,0,-96.67,44.3,0,156,672.898
South Dakota,Brookings,2009,2009-06-12,Rhopalosiphum padi,0,0,-96.67,44.3,0,163,750.453
South Dakota,Brookings,2009,2009-06-19,Rhopalosiphum padi,4,0,-96.67,44.3,4,170,926.657
South Dakota,Brookings,2009,2009-06-26,Rhopalosiphum padi,20,0,-96.67,44.3,20,177,1149.859
South Dakota,Brookings,2009,2009-07-03,Rhopalosiphum padi,17,0,-96.67,44.3,17,184,1324.272
South Dakota,Brookings,2009,2009-07-10,Rhopalosiphum padi,6,0,-96.67,44.3,6,191,1511.78
South Dakota,Brookings,2009,2009-07-17,Rhopalosiphum padi,5,0,-96.67,44.3,5,198,1676.77
South Dakota,Brookings,2009,2009-07-24,Rhopalosiphum padi,7,0,-96.67,44.3,7,205,1838.295
South Dakota,Brookings,2009,2009-07-31,Rhopalosiphum padi,10,0,-96.67,44.3,10,212,1998.632
South Dakota,Brookings,2009,2009-08-07,Rhopalosiphum padi,9,0,-96.67,44.3,9,219,2165.035
South Dakota,Brookings,2009,2009-08-14,Rhopalosiphum padi,181,0,-96.67,44.3,181,226,2377.815
South Dakota,Brookings,2009,2009-08-21,Rhopalosiphum padi,71,0,-96.67,44.3,71,233,2540.906
South Dakota,Brookings,2009,2009-08-28,Rhopalosiphum padi,34,2,-96.67,44.3,36,240,2699.164
South Dakota,Brookings,2009,2009-09-04,Rhopalosiphum padi,96,0,-96.67,44.3,96,247,2818.821
South Dakota,Brookings,2009,2009-09-11,Rhopalosiphum padi,71,1,-96.67,44.3,72,254,2994.2780000000002
South Dakota,Brookings,2009,2009-09-18,Rhopalosiphum padi,101,0,-96.67,44.3,101,261,3164.938
South Dakota,Brookings,2009,2009-09-25,Rhopalosiphum padi,80,0,-96.67,44.3,80,268,3298.6890000000003
South Dakota,Brookings,2009,2009-10-02,Rhopalosiphum padi,41,0,-96.67,44.3,41,275,3359.864
South Dakota,Brookings,2009,2009-10-09,Rhopalosiphum padi,0,0,-96.67,44.3,0,282,3367.4660000000003
South Dakota,Brookings,2009,2009-10-16,Rhopalosiphum padi,0,1,-96.67,44.3,1,289,3367.4660000000003
South Dakota,Brookings,2009,2009-10-23,Rhopalosiphum padi,0,0,-96.67,44.3,0,296,3379.433
South Dakota,Brookings,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-96.67,44.3,0,303,3386.531
South Dakota,Brookings,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-96.67,44.3,0,310,3401.126
South Dakota,Brookings,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-96.67,44.3,0,317,3429.937
Illinois,Brownstown,2009,2009-05-29,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,149,1272.289
Illinois,Brownstown,2009,2009-06-05,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,156,1453.1280000000002
Illinois,Brownstown,2009,2009-06-12,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,163,1652.8400000000001
Illinois,Brownstown,2009,2009-06-19,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,170,1884.097
Illinois,Brownstown,2009,2009-06-26,Rhopalosiphum padi,3,0,-88.96,38.95,3,177,2166.42
Illinois,Brownstown,2009,2009-07-03,Rhopalosiphum padi,2,0,-88.96,38.95,2,184,2385.743
Illinois,Brownstown,2009,2009-07-10,Rhopalosiphum padi,7,0,-88.96,38.95,7,191,2602.051
Illinois,Brownstown,2009,2009-07-17,Rhopalosiphum padi,6,0,-88.96,38.95,6,198,2819.61
Illinois,Brownstown,2009,2009-07-24,Rhopalosiphum padi,3,0,-88.96,38.95,3,205,3012.6800000000003
Illinois,Brownstown,2009,2009-07-31,Rhopalosiphum padi,3,0,-88.96,38.95,3,212,3233.308
Illinois,Brownstown,2009,2009-08-07,Rhopalosiphum padi,4,0,-88.96,38.95,4,219,3442.317
Illinois,Brownstown,2009,2009-08-14,Rhopalosiphum padi,9,0,-88.96,38.95,9,226,3683.699
Illinois,Brownstown,2009,2009-08-21,Rhopalosiphum padi,16,0,-88.96,38.95,16,233,3918.025
Illinois,Brownstown,2009,2009-08-28,Rhopalosiphum padi,9,0,-88.96,38.95,9,240,4106.7480000000005
Illinois,Brownstown,2009,2009-09-04,Rhopalosiphum padi,24,0,-88.96,38.95,24,247,4262.477
Illinois,Brownstown,2009,2009-09-11,Rhopalosiphum padi,18,0,-88.96,38.95,18,254,4457.851000000001
Illinois,Brownstown,2009,2009-09-18,Rhopalosiphum padi,59,0,-88.96,38.95,59,261,4643.658
Illinois,Brownstown,2009,2009-09-25,Rhopalosiphum padi,18,0,-88.96,38.95,18,268,4835.234
Illinois,Brownstown,2009,2009-10-02,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,275,4952.929
Illinois,Brownstown,2009,2009-10-09,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,282,5028.585
Illinois,Brownstown,2009,2009-10-16,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,289,5051.6720000000005
Illinois,Brownstown,2009,2009-10-23,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,296,5124.484
Illinois,Brownstown,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,303,5210.004
Illinois,Brownstown,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,310,5255.042
Illinois,Brownstown,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-88.96,38.95,0,317,5342.578
Illinois,DeKalb,2009,2009-05-29,Rhopalosiphum padi,19,0,-88.86,41.84,19,149,712.5340000000001
Illinois,DeKalb,2009,2009-06-05,Rhopalosiphum padi,10,0,-88.86,41.84,10,156,837.8700000000001
Illinois,DeKalb,2009,2009-06-12,Rhopalosiphum padi,12,0,-88.86,41.84,12,163,987.254
Illinois,DeKalb,2009,2009-06-19,Rhopalosiphum padi,5,0,-88.86,41.84,5,170,1167.346
Illinois,DeKalb,2009,2009-06-26,Rhopalosiphum padi,2,0,-88.86,41.84,2,177,1422.903
Illinois,DeKalb,2009,2009-07-03,Rhopalosiphum padi,2,0,-88.86,41.84,2,184,1592.861
Illinois,DeKalb,2009,2009-07-10,Rhopalosiphum padi,2,0,-88.86,41.84,2,191,1765.4920000000002
Illinois,DeKalb,2009,2009-07-17,Rhopalosiphum padi,0,0,-88.86,41.84,0,198,1937.2140000000002
Illinois,DeKalb,2009,2009-07-24,Rhopalosiphum padi,1,0,-88.86,41.84,1,205,2097.137
Illinois,DeKalb,2009,2009-07-31,Rhopalosiphum padi,1,0,-88.86,41.84,1,212,2278.561
Illinois,DeKalb,2009,2009-08-07,Rhopalosiphum padi,42,0,-88.86,41.84,42,219,2448.8430000000003
Illinois,DeKalb,2009,2009-08-14,Rhopalosiphum padi,59,0,-88.86,41.84,59,226,2660.498
Illinois,DeKalb,2009,2009-08-21,Rhopalosiphum padi,67,0,-88.86,41.84,67,233,2853.217
Illinois,DeKalb,2009,2009-08-28,Rhopalosiphum padi,224,0,-88.86,41.84,224,240,3000.8100000000004
Illinois,DeKalb,2009,2009-09-04,Rhopalosiphum padi,79,0,-88.86,41.84,79,247,3119.09
Illinois,DeKalb,2009,2009-09-11,Rhopalosiphum padi,38,0,-88.86,41.84,38,254,3287.257
Illinois,DeKalb,2009,2009-09-18,Rhopalosiphum padi,89,0,-88.86,41.84,89,261,3439.8540000000003
Illinois,DeKalb,2009,2009-09-25,Rhopalosiphum padi,154,0,-88.86,41.84,154,268,3594.827
Illinois,DeKalb,2009,2009-10-02,Rhopalosiphum padi,170,0,-88.86,41.84,170,275,3677.179
Illinois,DeKalb,2009,2009-10-09,Rhopalosiphum padi,19,0,-88.86,41.84,19,282,3724.422
Illinois,DeKalb,2009,2009-10-16,Rhopalosiphum padi,1,0,-88.86,41.84,1,289,3724.422
Illinois,DeKalb,2009,2009-10-23,Rhopalosiphum padi,NA,NA,-88.86,41.84,0,296,3775.762
Illinois,DeKalb,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-88.86,41.84,0,303,3826.452
Illinois,DeKalb,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-88.86,41.84,0,310,3834.288
Illinois,DeKalb,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-88.86,41.84,0,317,3881.6940000000004
Illinois,Dixon Springs,2009,2009-05-29,Rhopalosiphum padi,5,0,-88.67,37.44,5,149,1519.15
Illinois,Dixon Springs,2009,2009-06-05,Rhopalosiphum padi,0,0,-88.67,37.44,0,156,1715.442
Illinois,Dixon Springs,2009,2009-06-12,Rhopalosiphum padi,1,0,-88.67,37.44,1,163,1930.8500000000001
Illinois,Dixon Springs,2009,2009-06-19,Rhopalosiphum padi,2,0,-88.67,37.44,2,170,2177.542
Illinois,Dixon Springs,2009,2009-06-26,Rhopalosiphum padi,0,0,-88.67,37.44,0,177,2462.07
Illinois,Dixon Springs,2009,2009-07-03,Rhopalosiphum padi,1,0,-88.67,37.44,1,184,2694.389
Illinois,Dixon Springs,2009,2009-07-10,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,191,2920.453
Illinois,Dixon Springs,2009,2009-07-17,Rhopalosiphum padi,0,0,-88.67,37.44,0,198,3154.6980000000003
Illinois,Dixon Springs,2009,2009-07-24,Rhopalosiphum padi,1,0,-88.67,37.44,1,205,3345.473
Illinois,Dixon Springs,2009,2009-07-31,Rhopalosiphum padi,0,0,-88.67,37.44,0,212,3573.427
Illinois,Dixon Springs,2009,2009-08-07,Rhopalosiphum padi,4,0,-88.67,37.44,4,219,3797.295
Illinois,Dixon Springs,2009,2009-08-14,Rhopalosiphum padi,10,0,-88.67,37.44,10,226,4041.377
Illinois,Dixon Springs,2009,2009-08-21,Rhopalosiphum padi,1,0,-88.67,37.44,1,233,4287.862
Illinois,Dixon Springs,2009,2009-08-28,Rhopalosiphum padi,102,0,-88.67,37.44,102,240,4482.858
Illinois,Dixon Springs,2009,2009-09-04,Rhopalosiphum padi,28,0,-88.67,37.44,28,247,4658.099
Illinois,Dixon Springs,2009,2009-09-11,Rhopalosiphum padi,48,0,-88.67,37.44,48,254,4870.1410000000005
Illinois,Dixon Springs,2009,2009-09-18,Rhopalosiphum padi,20,0,-88.67,37.44,20,261,5074.461
Illinois,Dixon Springs,2009,2009-09-25,Rhopalosiphum padi,35,0,-88.67,37.44,35,268,5291.777
Illinois,Dixon Springs,2009,2009-10-02,Rhopalosiphum padi,96,0,-88.67,37.44,96,275,5432.296
Illinois,Dixon Springs,2009,2009-10-09,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,282,5531.577
Illinois,Dixon Springs,2009,2009-10-16,Rhopalosiphum padi,5,0,-88.67,37.44,5,289,5588.549
Illinois,Dixon Springs,2009,2009-10-23,Rhopalosiphum padi,4,0,-88.67,37.44,4,296,5662.117
Illinois,Dixon Springs,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,303,5752.524
Illinois,Dixon Springs,2009,2009-11-06,Rhopalosiphum padi,19,0,-88.67,37.44,19,310,5807.678
Illinois,Dixon Springs,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,317,5904.934
Illinois,Freeport,2009,2009-05-29,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,149,742.759
Illinois,Freeport,2009,2009-06-05,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,156,873.279
Illinois,Freeport,2009,2009-06-12,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,163,1031.951
Illinois,Freeport,2009,2009-06-19,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,170,1222.42
Illinois,Freeport,2009,2009-06-26,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,177,1477.4640000000002
Illinois,Freeport,2009,2009-07-03,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,184,1651.49
Illinois,Freeport,2009,2009-07-10,Rhopalosiphum padi,1,0,-89.7,42.28,1,191,1827.766
Illinois,Freeport,2009,2009-07-17,Rhopalosiphum padi,0,0,-89.7,42.28,0,198,2007.5430000000001
Illinois,Freeport,2009,2009-07-24,Rhopalosiphum padi,0,0,-89.7,42.28,0,205,2169.1310000000003
Illinois,Freeport,2009,2009-07-31,Rhopalosiphum padi,0,0,-89.7,42.28,0,212,2351.6620000000003
Illinois,Freeport,2009,2009-08-07,Rhopalosiphum padi,12,0,-89.7,42.28,12,219,2531.736
Illinois,Freeport,2009,2009-08-14,Rhopalosiphum padi,45,0,-89.7,42.28,45,226,2750.087
Illinois,Freeport,2009,2009-08-21,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,233,2944.66
Illinois,Freeport,2009,2009-08-28,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,240,3098.8230000000003
Illinois,Freeport,2009,2009-09-04,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,247,3218.732
Illinois,Freeport,2009,2009-09-11,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,254,3383.992
Illinois,Freeport,2009,2009-09-18,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,261,3543.429
Illinois,Freeport,2009,2009-09-25,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,268,3700.7960000000003
Illinois,Freeport,2009,2009-10-02,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,275,3790.069
Illinois,Freeport,2009,2009-10-09,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,282,3841.938
Illinois,Freeport,2009,2009-10-16,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,289,3842.657
Illinois,Freeport,2009,2009-10-23,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,296,3889.8740000000003
Illinois,Freeport,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,303,3941.617
Illinois,Freeport,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,310,3953.259
Illinois,Freeport,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-89.7,42.28,0,317,4001.5660000000003
Illinois,Metamora,2009,2009-05-29,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,149,933.4680000000001
Illinois,Metamora,2009,2009-06-05,Rhopalosiphum padi,1,0,-89.41,40.8,1,156,1088.486
Illinois,Metamora,2009,2009-06-12,Rhopalosiphum padi,0,0,-89.41,40.8,0,163,1263.6190000000001
Illinois,Metamora,2009,2009-06-19,Rhopalosiphum padi,1,0,-89.41,40.8,1,170,1471.593
Illinois,Metamora,2009,2009-06-26,Rhopalosiphum padi,0,0,-89.41,40.8,0,177,1739.5790000000002
Illinois,Metamora,2009,2009-07-03,Rhopalosiphum padi,0,0,-89.41,40.8,0,184,1930.804
Illinois,Metamora,2009,2009-07-10,Rhopalosiphum padi,0,0,-89.41,40.8,0,191,2124.081
Illinois,Metamora,2009,2009-07-17,Rhopalosiphum padi,0,0,-89.41,40.8,0,198,2323.82
Illinois,Metamora,2009,2009-07-24,Rhopalosiphum padi,1,0,-89.41,40.8,1,205,2499.6910000000003
Illinois,Metamora,2009,2009-07-31,Rhopalosiphum padi,0,0,-89.41,40.8,0,212,2698.224
Illinois,Metamora,2009,2009-08-07,Rhopalosiphum padi,9,0,-89.41,40.8,9,219,2884.2830000000004
Illinois,Metamora,2009,2009-08-14,Rhopalosiphum padi,6,0,-89.41,40.8,6,226,3109.0870000000004
Illinois,Metamora,2009,2009-08-21,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,233,3318.933
Illinois,Metamora,2009,2009-08-28,Rhopalosiphum padi,457,0,-89.41,40.8,457,240,3495.074
Illinois,Metamora,2009,2009-09-04,Rhopalosiphum padi,621,0,-89.41,40.8,621,247,3626.134
Illinois,Metamora,2009,2009-09-11,Rhopalosiphum padi,64,0,-89.41,40.8,64,254,3801.3210000000004
Illinois,Metamora,2009,2009-09-18,Rhopalosiphum padi,134,0,-89.41,40.8,134,261,3962.4320000000002
Illinois,Metamora,2009,2009-09-25,Rhopalosiphum padi,34,0,-89.41,40.8,34,268,4126.756
Illinois,Metamora,2009,2009-10-02,Rhopalosiphum padi,27,0,-89.41,40.8,27,275,4226.109
Illinois,Metamora,2009,2009-10-09,Rhopalosiphum padi,20,0,-89.41,40.8,20,282,4280.66
Illinois,Metamora,2009,2009-10-16,Rhopalosiphum padi,0,0,-89.41,40.8,0,289,4281.631
Illinois,Metamora,2009,2009-10-23,Rhopalosiphum padi,2,0,-89.41,40.8,2,296,4350.6900000000005
Illinois,Metamora,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,303,4416.446
Illinois,Metamora,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,310,4441.073
Illinois,Metamora,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,317,4504.012000000001
Illinois,Morris_IL,2009,2009-05-29,Rhopalosiphum padi,0,0,-88.38,41.34,0,149,857.927
Illinois,Morris_IL,2009,2009-06-05,Rhopalosiphum padi,2,0,-88.38,41.34,2,156,996.34
Illinois,Morris_IL,2009,2009-06-12,Rhopalosiphum padi,3,0,-88.38,41.34,3,163,1162.527
Illinois,Morris_IL,2009,2009-06-19,Rhopalosiphum padi,5,0,-88.38,41.34,5,170,1352.348
Illinois,Morris_IL,2009,2009-06-26,Rhopalosiphum padi,1,0,-88.38,41.34,1,177,1615.303
Illinois,Morris_IL,2009,2009-07-03,Rhopalosiphum padi,0,0,-88.38,41.34,0,184,1801.911
Illinois,Morris_IL,2009,2009-07-10,Rhopalosiphum padi,0,0,-88.38,41.34,0,191,1992.983
Illinois,Morris_IL,2009,2009-07-17,Rhopalosiphum padi,0,0,-88.38,41.34,0,198,2188.114
Illinois,Morris_IL,2009,2009-07-24,Rhopalosiphum padi,1,0,-88.38,41.34,1,205,2367.837
Illinois,Morris_IL,2009,2009-07-31,Rhopalosiphum padi,0,0,-88.38,41.34,0,212,2568.188
Illinois,Morris_IL,2009,2009-08-07,Rhopalosiphum padi,9,0,-88.38,41.34,9,219,2757.8650000000002
Illinois,Morris_IL,2009,2009-08-14,Rhopalosiphum padi,1,0,-88.38,41.34,1,226,2983.893
Illinois,Morris_IL,2009,2009-08-21,Rhopalosiphum padi,14,0,-88.38,41.34,14,233,3197.753
Illinois,Morris_IL,2009,2009-08-28,Rhopalosiphum padi,30,0,-88.38,41.34,30,240,3366.406
Illinois,Morris_IL,2009,2009-09-04,Rhopalosiphum padi,32,0,-88.38,41.34,32,247,3501.831
Illinois,Morris_IL,2009,2009-09-11,Rhopalosiphum padi,19,0,-88.38,41.34,19,254,3685.685
Illinois,Morris_IL,2009,2009-09-18,Rhopalosiphum padi,18,0,-88.38,41.34,18,261,3853.465
Illinois,Morris_IL,2009,2009-09-25,Rhopalosiphum padi,28,0,-88.38,41.34,28,268,4014.666
Illinois,Morris_IL,2009,2009-10-02,Rhopalosiphum padi,72,0,-88.38,41.34,72,275,4109.357
Illinois,Morris_IL,2009,2009-10-09,Rhopalosiphum padi,17,0,-88.38,41.34,17,282,4168.426
Illinois,Morris_IL,2009,2009-10-16,Rhopalosiphum padi,6,0,-88.38,41.34,6,289,4169.405
Illinois,Morris_IL,2009,2009-10-23,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,296,4237.231
Illinois,Morris_IL,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,303,4305.912
Illinois,Morris_IL,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,310,4324.473
Illinois,Morris_IL,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,317,4385.117
Illinois,Monmouth,2009,2009-05-29,Rhopalosiphum padi,7,0,-90.72,40.93,7,149,916.925
Illinois,Monmouth,2009,2009-06-05,Rhopalosiphum padi,1,0,-90.72,40.93,1,156,1071.439
Illinois,Monmouth,2009,2009-06-12,Rhopalosiphum padi,4,0,-90.72,40.93,4,163,1246.698
Illinois,Monmouth,2009,2009-06-19,Rhopalosiphum padi,1,0,-90.72,40.93,1,170,1451.954
Illinois,Monmouth,2009,2009-06-26,Rhopalosiphum padi,0,0,-90.72,40.93,0,177,1714.2250000000001
Illinois,Monmouth,2009,2009-07-03,Rhopalosiphum padi,0,0,-90.72,40.93,0,184,1909.41
Illinois,Monmouth,2009,2009-07-10,Rhopalosiphum padi,0,0,-90.72,40.93,0,191,2106.899
Illinois,Monmouth,2009,2009-07-17,Rhopalosiphum padi,0,0,-90.72,40.93,0,198,2306.629
Illinois,Monmouth,2009,2009-07-24,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,205,2476.398
Illinois,Monmouth,2009,2009-07-31,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,212,2673.185
Illinois,Monmouth,2009,2009-08-07,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,219,2865.112
Illinois,Monmouth,2009,2009-08-14,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,226,3095.982
Illinois,Monmouth,2009,2009-08-21,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,233,3298.637
Illinois,Monmouth,2009,2009-08-28,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,240,3476.011
Illinois,Monmouth,2009,2009-09-04,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,247,3612.165
Illinois,Monmouth,2009,2009-09-11,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,254,3798.827
Illinois,Monmouth,2009,2009-09-18,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,261,3968.038
Illinois,Monmouth,2009,2009-09-25,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,268,4126.377
Illinois,Monmouth,2009,2009-10-02,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,275,4224.6230000000005
Illinois,Monmouth,2009,2009-10-09,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,282,4276.213
Illinois,Monmouth,2009,2009-10-16,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,289,4277.84
Illinois,Monmouth,2009,2009-10-23,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,296,4349.311
Illinois,Monmouth,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,303,4408.119
Illinois,Monmouth,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,310,4432.467000000001
Illinois,Monmouth,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,317,4503.506
Illinois,Orr,2009,2009-05-29,Rhopalosiphum padi,8,0,-90.82,39.81,8,149,1104.4080000000001
Illinois,Orr,2009,2009-06-05,Rhopalosiphum padi,2,0,-90.82,39.81,2,156,1279.442
Illinois,Orr,2009,2009-06-12,Rhopalosiphum padi,1,0,-90.82,39.81,1,163,1463.161
Illinois,Orr,2009,2009-06-19,Rhopalosiphum padi,2,0,-90.82,39.81,2,170,1684.077
Illinois,Orr,2009,2009-06-26,Rhopalosiphum padi,1,0,-90.82,39.81,1,177,1958.8490000000002
Illinois,Orr,2009,2009-07-03,Rhopalosiphum padi,0,0,-90.82,39.81,0,184,2170.27
Illinois,Orr,2009,2009-07-10,Rhopalosiphum padi,0,0,-90.82,39.81,0,191,2383.302
Illinois,Orr,2009,2009-07-17,Rhopalosiphum padi,0,0,-90.82,39.81,0,198,2591.942
Illinois,Orr,2009,2009-07-24,Rhopalosiphum padi,1,0,-90.82,39.81,1,205,2772.583
Illinois,Orr,2009,2009-07-31,Rhopalosiphum padi,0,0,-90.82,39.81,0,212,2979.684
Illinois,Orr,2009,2009-08-07,Rhopalosiphum padi,4,0,-90.82,39.81,4,219,3180.179
Illinois,Orr,2009,2009-08-14,Rhopalosiphum padi,0,0,-90.82,39.81,0,226,3419.347
Illinois,Orr,2009,2009-08-21,Rhopalosiphum padi,0,0,-90.82,39.81,0,233,3633.243
Illinois,Orr,2009,2009-08-28,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,240,3820.7870000000003
Illinois,Orr,2009,2009-09-04,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,247,3960.748
Illinois,Orr,2009,2009-09-11,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,254,4147.59
Illinois,Orr,2009,2009-09-18,Rhopalosiphum padi,41,0,-90.82,39.81,41,261,4319.087
Illinois,Orr,2009,2009-09-25,Rhopalosiphum padi,93,0,-90.82,39.81,93,268,4491.367
Illinois,Orr,2009,2009-10-02,Rhopalosiphum padi,81,0,-90.82,39.81,81,275,4598.01
Illinois,Orr,2009,2009-10-09,Rhopalosiphum padi,5,0,-90.82,39.81,5,282,4659.014
Illinois,Orr,2009,2009-10-16,Rhopalosiphum padi,1,0,-90.82,39.81,1,289,4664.581
Illinois,Orr,2009,2009-10-23,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,296,4736.142
Illinois,Orr,2009,2009-10-30,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,303,4803.077
Illinois,Orr,2009,2009-11-06,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,310,4845.298
Illinois,Orr,2009,2009-11-13,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,317,4926.903
Illinois,Urbana-Champaign-II,2009,2009-05-29,Rhopalosiphum padi,21,0,-88.23,40.04,21,149,1075.852
Illinois,Urbana-Champaign-II,2009,2009-06-05,Rhopalosiphum padi,9,0,-88.23,40.04,9,156,1240.2930000000001
Illinois,Urbana-Champaign-II,2009,2009-06-12,Rhopalosiphum padi,8,0,-88.23,40.04,8,163,1435.982
Illinois,Urbana-Champaign-II,2009,2009-06-19,Rhopalosiphum padi,0,0,-88.23,40.04,0,170,1656.637
Illinois,Urbana-Champaign-II,2009,2009-06-26,Rhopalosiphum padi,1,0,-88.23,40.04,1,177,1929.969
Illinois,Urbana-Champaign-II,2009,2009-07-03,Rhopalosiphum padi,1,0,-88.23,40.04,1,184,2125.8650000000002
Illinois,Urbana-Champaign-II,2009,2009-07-10,Rhopalosiphum padi,0,0,-88.23,40.04,0,191,2326.981
Illinois,Urbana-Champaign-II,2009,2009-07-17,Rhopalosiphum padi,1,0,-88.23,40.04,1,198,2528.736
Illinois,Urbana-Champaign-II,2009,2009-07-24,Rhopalosiphum padi,1,0,-88.23,40.04,1,205,2709.098
Illinois,Urbana-Champaign-II,2009,2009-07-31,Rhopalosiphum padi,5,0,-88.23,40.04,5,212,2911.2580000000003
Illinois,Urbana-Champaign-II,2009,2009-08-07,Rhopalosiphum padi,22,0,-88.23,40.04,22,219,3100.3050000000003
Illinois,Urbana-Champaign-II,2009,2009-08-14,Rhopalosiphum padi,183,0,-88.23,40.04,183,226,3327.089
Illinois,Urbana-Champaign-II,2009,2009-08-21,Rhopalosiphum padi,489,0,-88.23,40.04,489,233,3548.194
Illinois,Urbana-Champaign-II,2009,2009-08-28,Rhopalosiphum padi,1318,0,-88.23,40.04,1318,240,3728.1420000000003
Illinois,Urbana-Champaign-II,2009,2009-09-04,Rhopalosiphum padi,262,0,-88.23,40.04,262,247,3870.695
Illinois,Urbana-Champaign-II,2009,2009-09-11,Rhopalosiphum padi,154,0,-88.23,40.04,154,254,4056.367
Illinois,Urbana-Champaign-II,2009,2009-09-18,Rhopalosiphum padi,78,0,-88.23,40.04,78,261,4225.803
Illinois,Urbana-Champaign-II,2009,2009-09-25,Rhopalosiphum padi,35,0,-88.23,40.04,35,268,4402.727
Illinois,Urbana-Champaign-II,2009,2009-10-02,Rhopalosiphum padi,63,0,-88.23,40.04,63,275,4509.541
Illinois,Urbana-Champaign-II,2009,2009-10-09,Rhopalosiphum padi,24,0,-88.23,40.04,24,282,4572.255
